오디션 명,기획사 명,시작 나이,끝 나이,분야,성별,접수 마감일,상세정보,URL,
SM 엔터테인먼트 INTRODUCE YOURSELF!,SM 엔터테인먼트,2002,2008,기타,모두,2021-10-31,"INTRODUCE YOURSELF!
?
? 지원기간
2021년 10월 1일 ~ 10월 31일
? 지원자격
2002년 1월 1일 이후 ~ 2008년 12월 31일 이전 출생 남녀 누구나
? 지원방법
인스타그램 (@smaudition_official
) DM으로
프로필(이름,생년월일,신장,체중)과 자기소개 영상을 보내주세요.
?
?
? ?名??
2021年10月1日 ~ 2021年10月31日
? ?名?象
2002年1月1日 ～ 2008年12月31日 出生，性?/?籍不限
? ?名方法
? ?人信息（姓名/出生年月/身高/?重/?系??）以及自我介????送私信至@SMTOWN
?秀官方微博


? 受付期間
2021年10月1日~2021年10月31日
? 受付?象
2002年1月1日以降 ~ 2008年12月31日以前生まれの男女
? 受付方法
QRコ?ドにてSM AUDITION JAPANアカウントを追加し、チャットにプロフィ?ル（氏名、生年月日、身長??重）と自己紹介の動?を送信


? ????????????????????????
1 ?????? 2564 ~ 31 ?????? 2564
? ?????????
????????????????????????? 1 ?????? 2545 ~ 31 ??????? 2551 ????????
? ????????????
????????????????????????????? ??????????????????????????????QR CODE
??????��???????? / ??????? / ????? / ?????????????
?

?Periode acara
1 Oktober 2021 ~ 31 Oktober 2021
? Syarat
Pria/Wanita kelahiran 1 Januari 2002 - 31 Desember 2008
? Cara Pendaftaran
Kirimkan data diri dan video perkenalan diri kalian dengan cara scan QR code yang tersedia (khusus Indonesia, Thailand dan Vietnam).
? nama / tanggal lahir / nomor telepon / kewargaannegaraan
?

? Th?i gian đ?ng k?
1/10/2021 ? 31/10/2021
? ??i t??ng đ?ng k?
Nam ho?c n? c? ng?y sinh trong kho?ng 1/1/2002 ? 31/12/2008
? Ph??ng th?c đ?ng k?
Qu?t m? QR đ? truy c?p trang đ?ng k?.
?Khi g?i video gi?i thi?u b?n th?n
??nh k?m th?ng tin h? t?n/ ng?y th?ng n?m sinh/ s? đi?n tho?i/ qu?c t?ch
For other Southeast Asia applicants, apply here: seaaudition@smtown.com",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=13&document_srl=402981,159
????????? ?????? ??????? ???????(10월),젤리피쉬 엔터테인먼트,2001,0,"보컬,랩,댄스,연기",모두,2021-10-12,"????????? ?????? ??????? ??????? [Jellyfish ONGOING]
?
????????? ??????? ???????? ???????? 10??????? ????????? ???-????????? ???????????????
?
[????? ?????]
2021??? 10??? 05??? (??) ???? 12?? ~ 2021??? 10??? 12??? (??) ???? 6??
*????????? 50??????? ???? ???????? ?? ??????? ???????? ??????!
?
[온-??????? ?????]
2021??? 10??? 16??? (??) ???? 2??
*????? ??????? ???????
?
[????? ?????]
??????, ?????? ??????? 2001?????? ???? ????????
?
[????? ?????]
?????, ???, ?????, ?????
*???? 2???? ????? ?????? ????? ????? / ?????????? 5???
?
[????? ??????]
Step 1 ????????? ???????????? (@????????????????) ????
Step 2 ??????????? ????? ??????? ??????
Step 3 ?????????? ‘????????/??????????’ ?????? ???????
*????? ????? ????????? ???! ??? ?????? ??????????!
?
[??????????]
?????????, ???????????? ???????????????????????? ??????? ?????? SNS
(????????? @???????????????? / ???????????? @jelly_audition
)


?
#????????????????
 #???????????????
 #????????????????????????
 #?????????
 #Jellyfish
 #???????
 #??????????????
 #???????
 #????????????
 #????????????
 #???????????????
 #?????
 #????
 #???
 #?????
 #???
 #연??",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=13&document_srl=402225,160
HYBE와 CJ ENM 첫 합작 걸그룹 프로젝트: 아이랜드2 2021 BELIFT LAB GIRL GROUP GLOBAL AUDITION,빌리프랩,2000,2009,"보컬,랩,댄스",여자,2021-10-10,"2021 BELIFT LAB GIRL GROUP GLOBAL AUDITION

2022년, HYBE와 CJ ENM 첫 합작 걸그룹 프로젝트!
무한한 가능성을 가진 당신이 바로 그 주인공이 될 수 있습니다.

지금 바로 접수하세요!

접수 기간
2021. 09. 27(월) 정오 12시 ~ 2021. 10. 10(일) 자정 12시 (KST)

지원 자격
실시간 화상오디션 참여가 가능한 2000년~2009년 여자 출생자

지원 분야
보컬, 랩, 댄스 중 1개 분야 선택

오디션 전형 안내
1단계: 아래 링크를 통해 지원서를 꼼꼼히 작성해주세요
오디션 지원하기
*국문 https://forms.gle/ifEp6oyfkgwteU3i7

*영문 https://forms.gle/zb47QdESe6ghDuWr8

*일문 https://forms.gle/NM1m4JeXKQBVR2ij7

*중문 https://forms.gle/DkV19GmtehuTJ4MCA


2단계: 1차 서류 심사 후 합격자에게 2차 실시간 영상통화 오디션 안내를 드립니다.
정확한 일정은 1차 서류 합격자에 한해 개별 안내 드릴 예정입니다.

3단계: 3차 심층 오디션을 통해 여러분의 잠재력을 마음껏 뽐내주세요!
정확한 일정은 2차 실시간 영상 통화 오디션 합격자에 한해 개별 안내 드릴 예정입니다.

오디션 FAQ
https://beliftlab.com/audition/

오디션에 대해 더 궁금한 내용은 이메일 audition@belift.kr 로 보내주세요!",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=13&document_srl=401510,161
YH AUDITION Trip 4 WEEK YOUR A to Z,위에화 엔터테인먼트,2003,2009,제한없음,모두,2021-09-05,"YH AUDITION Trip
4 WEEK YOUR A to Z
  아쉽지만 마지막 일정의 시간이 다가왔습니다.
지금까지 보여주지 못한 여러분의 모습을 보여줄 마지막 기회!
연기 OK! 운동 OK! 언어 OK!
  1. 지원 기간 : 2021년 8월 30일 (월) ~ 2021년 9월 5일 (일)
  2. 지원 자격 : 2009년생 ~ 2003년생
  3. 지원 방법
- 자신이 가진 특기를 뽐내는 영상 촬영 (ex. 운동, 악기, 연기, 언어 등)
- 포스터에 게재된 구글 폼 QR 코드를 스캔 하거나 링크를 통해 지원서 작성
- 합격자에 한해 개별 연락 후 1:1 오디션 진행
  4. 문의 : 카카오톡 ID YHaudition
  Best를 선정하여 문화상품권을 드립니다!
<Best 1인 오디션 공식 SNS 스토리 업로드 및 이름 일부 공개 (예시: 위*화)>
  구글 폼 링크
https://forms.gle/pbtj4wiGNpQWRz9T9
    #YUEHUA_ENTERTAINMENT #AUDITION #오디션 #KPOP #IDOL #VOCAL #DANCE #ACTOR #UNIQ #유니크 #조승연 #WOODZ #NEXT #넥스트 #최예나 #형섭X의웅 #EVERGLOW #에버글로우 #이도현",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=13&document_srl=396639,162
JYP Entertainment 2021 슬기로운 방학생활 오디션,JYP 엔터테인먼트,2002,2010,기타,모두,2021-09-05,"슬기로운 학교생활 오디션에 이어, JYP 캐스팅팀에서 시즌2 슬기로운 방학생활로 다시 돌아왔습니다!!!
여러분의 슬기롭고 즐거웠던 방학 생활을 담은 사진을 보내주세요.
나의 방학 생활을 소개하는 사진과 함께 꿈을 이룰 수 있는 이번 오디션 놓치지 마세요!
글로벌 청소년 여러분의 많은 참여 기다리고 있겠습니다.
  [참여 방법]
- 방학을 즐기고 있는 나의 모습을 촬영한 사진들을 찾는다.
- JYP AUDITION 프로필 상단 링크로 들어가서 지원 양식 작성 후, 사진을 2장 이상 업로드 한다.
  [참여 자격]
- 국적 불문, 2002년 이후 ~ 2010년 이전 출생 남녀 누구나
  [지원 가능 사진]
- 2019년 1월 1일 이후 촬영된 사진
- 지원자 본인을 구분할 수 있도록 얼굴이 잘 나온 사진
- 어플 및 과도한 필터를 사용하지 않은 사진
  [참여 기간]
- 2021년 8월 23일 월요일 PM12:00 ~ 2021년 9월 5일 일요일 PM23:59 까지
  [결과 안내]
- 1차 합격 시, 합격자에 한하여 이후 절차 개별 안내
  [베네핏]
- 최종 합격자에게는 JYP 연습생으로 트레이닝을 받을 수 있는 기회 제공",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=13&document_srl=394395,163
"""SM 엔터테인먼트 이중생활 깐 vs 덮 오디션""",SM 엔터테인먼트,2003,2008,기타,모두,2021-08-31,"당신의 이중 매력을 보여주세요!
 
? 지원기간
2021년 8월 2일 ~ 8월 31일
?
? 지원자격
2003년 이후 ~ 2008년 이전 출생 남녀 누구나
?
? 지원방법
카카오톡 @SM
캐스팅실 대화창에 이름/생년월일/연락처와 함께  
?
1. 앞머리가 없는 사진 / 머리를 묶은 사진 1장
2. 앞머리가 있는 사진 / 머리를 묶지 않은 사진 1장
총 2장의 사진을 보내주세요.
(정면 얼굴, 정면 전신이 잘 나온 사진 / 마스크 X, 스티커 또는 필터 사용 금지)
 
? 시상
트레이닝을 받게 될 경우 ‘아티스트 앨범 및 굿즈’ 증정
 
여러분의 많은 관심과 참여 부탁드립니다
?
?
Show me your double charm!
?
? Application Period
August 2, 2021 ~ August 31, 2021
?
? Eligibility
Anyone born between 2003 and 2008
?
? How to apply
Send two pictureswith your ‘Name/Date of birth/Contact information’to kakaotalk @SM
캐스팅실
?
1. Photo without bangs / Photo with tied hair
2. Photo with bangs / Photo without tied hair
Please send me a total of two pictures.
(Front face, front full body photo / Do not wear a mask ,and also do not use sticker or filter)
?
?Prizes
If you get training from our company, we will give you an artist CD and random goods.
?
We look forward to your participation and support

?
#smentertainment
#sm
#카카오톡
#카카오채널
#kakaotalk
#kakaochannel
#sm오디션
#smaudition
#오디션
#smtown",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=14&document_srl=388668,164
SM CITY TOUR AUDITION - 48도시 대면 방학 오디션,SM 엔터테인먼트,2003,2010,기타,모두,2021-07-31,"SM CITY TOUR AUDITION이 여러분들을 찾아갑니다!!
48도시 대면 방학 오디션


? 지원기간
- 2021년 7월 1일 ~ 2021년 7월 31일

? 지원자격
- 2003년 이후 ~ 2010년 이전 출생 한국 국적의 남녀 누구나

? 지원방법
- 프로필 하단 링크 구글폼으로 사진 및 영상접수
https://forms.gle/Y3c1xbLjyCVuXAfc6

? 지인 추천
- 끼와 재능을 가진 친구들을 대신해서 추천해주세요.
- 추천한 친구가 비공개오디션을 보게 될 경우, 소정의 상품을 드립니다

?시상
- 지원 후 1주일 이내로 합격자에 한해, 비공개오디션 일정을 안내 할 예정입니다.

? TIP
- 기본 카메라로 촬영한 정면 사진과 영상으로 지원하면 보다 정확한 심사를 받을 수 있습니다
여러분의 많은 관심과 참여 부탁드립니다



#SM_CITY_TOUR_AUDITION#48CITY#FACE_TO_FACE#현장오디션#온라인오디션#SM_AUDITION#에스엠오디션#SMAUDITION#오디션#광주#보성#전주#무주#세종#대전#홍성#청주#강릉#삼척#대구#칠곡#거제#부산#제주 #시티투어오디션#SM시티투어오디션",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=14&document_srl=381537,165
RAP-STAR BASE CAMP “HIT IT BASE 2021”,BIGHIT MUSIC,2006,2012,랩,남자,2021-07-23,"RAP-STAR BASE CAMP
“HIT IT BASE 2021”

비트 소리에 심장이 뛰고, 마이크 앞에 설렌다면 이제 힙합을 해야 할 때!
랩스타를 꿈꾸는 1016을 위한 베이스캠프,
빅히트 뮤직만의 힙합 트레이닝을 경험할 수 있는 기회,
지금 참여하세요!

?참가 자격
힙합 랩에 관심 있는 2006년~2012년 남자 출생자 누구나

?접수 기간
2021년 7월 2일(금) ~ 2021년 7월 23일(금)

?프로그램 일정
2021년 8월 14일(토) ~ 2021년 9월 5일(일) (매주 토,일 진행/총 8회)

?참가 방법
공식 웹사이트 내 온라인 접수
자세한 프로그램 내용은 웹사이트에서 확인해 주세요.
http://www.bighitaudition.com


#BIGHITMUSIC #HITITBASE2021 #RAPSTAR_BASECAMP
#빅히트오디션 #빅히트뮤직 #힛잇베이스2021 #랩스타베이스캠프",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=14&document_srl=381534,166
"""MNH엔터테인먼트 신인 보이그룹 오디션 2021 World Audition for Guys""",MNH 엔터테인먼트,2001,2007,"보컬,랩,댄스,기타",남자,2021-07-11,"2021 MNH 'BOY GROUP' PROJECT
<World Audition for Guys>
"" Better Together, Join the World Audition ! ""

[1차 온라인 오디션]

? 기간 : 2021. 06. 11 (FRI) ~ 2021.07.11 (SUN)
? 대상 : 2001년 (21세) ~ 2007년 (15세) 사이에 출생한 남자
? 지원 분야 : 보컬, 랩, 댄스, 비주얼 (1분이내 최대 2개 중복 가능)
? 지원 방법 : MNH 신인개발팀 카카오톡채널로 메세지 보내기 또는 이메일(mnhaudition@gmail.com)로 보내기 지원
? 지원 양식 : ① 이름 ② 생년월일 ③ 국적 ④ 지원 분야 ⑤ 키 ⑥ 몸무게 ⑦ 연락처 ⑧ 이메일 ⑨ 주소
? 첨부 파일 : ① 자기소개 영상 1개 ② 지원 분야 영상 2개 ③ 본인 이미지 사진 3장 (보정 필터 사용 금지)

[2차 센터 오디션]

? 기간 : 2021년 7월 중 (합격자에 한해 장소 및 시간 개별 통보)
? Q&A
- Instragram : @mnh_audition_official
- KakaoTalk Channel : MNH 신인개발팀
? https://fb.watch/6lviYRVj_6/


-------------------------------------------------------------------------------------------------------------------------------

2021 MNH 'BOY GROUP' PROJECT
<World Audition for Guys>
"" Better Together, Join the World Audition ! ""
[1st - Online Audition]
? Date : June 11, 2021 (FRI) to July 11, 2021 (SUN)
? Target : Men at the age of 15 ~ 21.
? Applicant’s birth year should fall between 2001 and 2007.
? Position : Vocal, Rap, Dance, Visual
- Applicant can choose up to 2 positions with a 1 minute long video or music file for each position.
? Application Form
1. Applicants should provide the following information:
ⓐ Name ⓑ Date of birth ⓒ Nationality ⓓ Position ⓔ Height ⓕ Weight ⓖ Contact information ⓗ Email
ⓘ Current Home Address
2. Applicants must include the following attachments:
- 1 self-introduction
- 2 video files of dancing & singing
- 3 photos including face-shots and full-body shots. (Please do not use any filters.)
You can choose up to 2 position
? How to Apply
Please send the application form and the attachments via 'MNH Artist Development Team's KakaoTalk Channel' or email to mnhaudition@gmail.com
[2nd - Center Audition]
? This 2nd audition is for the applicants who pass the 1st audition ONLY, and will be notified the specific date and the place directly.
? Date : in July, 2021
? Q&A
- Instragram : @mnh_audition_official
- KakaoTalk Channel : MNH 신인개발팀",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=14&document_srl=379834,167
2021 TOP MEDIA JUNIOR AUDITION,티오피미디어,2006,2011,기타,모두,2021-08-01,"<2021 TOP MEDIA JUNIOR AUDITION>
?
지금 바로 휴대폰 사진첩에 저장되어 있는 여러분의 일상 사진을 공유해주세요!
#ootd
 #등교룩
 #온라인클래스
 #집콕놀이

?
접수기간
2021년 6월 14일 (월) ~ 2021년 8 월 1 일 (일)
?
지원 대상
2006년 이후 ~ 2011년 이전 출생 남녀 누구든지 가능
?
지원 방법
내 휴대폰 속 사진첩에 저장되어 있는 여러분의 일상 사진을
@topmedia_audition
 계정으로 DM 전송해주세요.
*필수 사항 이름 / 나이 / 키 / 체중 / 이미지 2장 이상 (무보정 얼굴 정면 사진 필수)
?
시상 안내
최종 합격자 : 티오피 미디어 연습생 계약 기회 제공
2차 합격자 : 티오피 미디어만의 보컬&댄스 트레이닝 기회 제공
?
*지원자는 수시로 확인하고 있으며, 합격자에 한하여 개별 연락 드립니다.
*일정은 상황에 따라 변동 될 수 있고, 합격자가 없을 수도 있습니다.
*2차 합격자분들의 보컬&댄스 트레이닝은 국내 거주자에 한하여 진행됩니다.
?
<2021 TOP MEDIA JUNIOR AUDITION>
?
Just share your photos saved on your phone right now!
?
Application deadline
June 14th 2021 ~ August 1th 2021
?
Qualification
Anyone born in 2006-2011
?
How to apply
Please send DM your selfie to @topmedia_audition
 on instagram
*Name / Age / Height / Weight / At least 2 or more front Photos are required (not corrected by photoshop)
?
Awards and benefits
?
A successful applicant will get an opportunity to participate in special training system of top media.
Those who pass the second round will get a chance to attend vocal and dance lessons.
?
*the finalist of the audition will be notified individually
*audition schedules may vary
*there may be no successful candidate
*vocals and dance training is limited to domestic residents
?
<2021 TOP MEDIA JUNIOR AUDITION>
?
今すぐ!日常で撮ったあなたの??をシェアしてください！
?
受付期間
2021年6月14日（月）～2021年8月1日（日）
?
受付資格
2006年～2011年生まれの男女
?
受付方法
ご自身のスマホに保存されている日常の中で撮ったあなたの??を
InstagramのDMで送ってください。（アカウント@topmedia_audition
）
*必須事項 姓名 / 年? / 身長 / ?重 ２枚以上の??（加工してない正面顔の??１枚必須）
?
合格者特典
最終合格者： TOP MEDIAの練習生契約の機?
２次合格者： TOP MEDIAのVocal＆Dance Training?加
?
*受付DMは?時確認しており、合格者に限り個別連絡いたします。
*日程は?況によって?更される可能性があります。また、合格者がいない可能性もあります。
*２次合格者特典のVocal＆Dance Trainingは韓?住みの方のみ?加できます。",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=14&document_srl=376989,168
